,Temp,FM,Psi,Date
1409,14.23173958,26.03280208,-1.509293298,10/25/11
1410,15.19127083,28.51508333,-1.360449399,10/26/11
1411,16.43934375,26.77444792,-1.4617264,10/27/11
1412,17.6443125,24.1070625,-1.647490783,10/28/11
1413,18.50957292,22.63461458,-1.770215546,10/29/11
1414,20.24051042,21.7704375,-1.85054193,10/30/11
1415,20.21560417,20.98017708,-1.930212208,10/31/11
1416,15.12838542,20.83823958,-1.945207422,11/1/11
1417,19.26320833,19.75219792,-2.067597032,11/2/11
1418,18.43264583,17.09484167,-2.437818084,11/3/11
1419,12.46460417,31.71257917,-1.205212161,11/4/11
1420,9.290072917,64.94671875,-0.53229485,11/5/11
1421,9.147083333,65.69454167,-0.525392781,11/6/11
1422,10.28155208,68.91935417,-0.497460408,11/7/11
1423,11.87153125,68.55635417,-0.500464291,11/8/11
1424,15.69853125,67.00171875,-0.513723595,11/9/11
1425,18.96708333,62.80204167,-0.553066558,11/10/11
1426,17.7365625,58.20889583,-0.603086514,11/11/11
1427,13.59754167,57.5099375,-0.611449491,11/12/11
1428,14.59377083,65.52863542,-0.526909474,11/13/11
1429,13.74592708,65.60910417,-0.526172814,11/14/11
1430,13.69016667,64.61183333,-0.535441139,11/15/11
1431,12.47923958,63.01382292,-0.550948043,11/16/11
1432,15.81257292,61.11439583,-0.570510803,11/17/11
1433,10.60483333,58.79369792,-0.596252761,11/18/11
1434,11.65492708,57.69389583,-0.609227419,11/19/11
1435,10.34760417,56.64097917,-0.622154764,11/20/11
1436,10.00734375,69.17765278,-0.495343481,11/21/11
1437,11.13190625,68.70109375,-0.499262476,11/22/11
1438,12.64646875,68.30854167,-0.502534605,11/23/11
1439,11.83244792,67.68514583,-0.507814442,11/24/11
1440,10.92446875,67.00060417,-0.513733337,11/25/11
1441,16.98958333,65.99902083,-0.522630496,11/26/11
1442,23.6,62.54121875,-0.555696755,11/27/11
1443,21.634625,57.22947917,-0.614866631,11/28/11
1444,18.759875,53.67797917,-0.661454338,11/29/11
1445,17.00969792,51.32917708,-0.696068827,11/30/11
1446,11.92963542,49.0098125,-0.733744438,12/1/11
1447,13.15970833,46.23696875,-0.784114752,12/2/11
1448,10.5231875,44.63470833,-0.816282732,12/3/11
1449,11.08254167,42.5336875,-0.862406116,12/4/11
1450,9.850479167,40.62701042,-0.908695845,12/5/11
1451,11.91814583,37.58547917,-0.992989336,12/6/11
1452,12.444625,35.507375,-1.0595082,12/7/11
1453,11.60592708,34.25380208,-1.103823091,12/8/11
1454,12.68482292,33.92189583,-1.116143813,12/9/11
1455,15.67677083,32.48695833,-1.172517059,12/10/11
1456,9.491416667,31.84633333,-1.199443323,12/11/11
1457,9.020614583,38.64472917,-0.962021068,12/12/11
1458,9.20034375,65.80447727,-0.524392272,12/13/11
1459,10.071625,66.05309091,-0.522142812,12/14/11
1460,10.82317708,51.09261458,-0.699744064,12/15/10
1461,11.27633333,59.2778125,-0.590704686,12/16/10
1462,9.696135417,65.89679167,-0.52355489,12/17/10
1463,12.62658333,69.7083125,-0.49104702,12/18/10
1464,12.44277083,70.76352083,-0.482708265,12/19/10
1465,12.272,70.93780208,-0.481356542,12/20/10
1466,10.80175,70.91869792,-0.481504367,12/21/10
1467,12.08052083,70.90282143,-0.481627281,12/22/10
1468,10.41860417,70.91040476,-0.481568564,12/23/10
1469,12.39826042,70.9179881,-0.481509861,12/24/10
1470,10.83905208,70.92557143,-0.481451171,12/25/10
1471,10.4173125,70.68268333,-0.483337661,12/26/10
1472,10.04410417,70.74476667,-0.482854147,12/27/10
1473,12.91078125,70.57978889,-0.484141023,12/28/10
1474,10.77119792,70.41481111,-0.485434353,12/29/10
1475,7.12040625,70.24983333,-0.486734184,12/30/10
1476,5.662729167,70.36344792,-0.485838336,12/31/10
1477,7.2355625,70.41664583,-0.485419935,1/1/11
1478,7.798333333,70.56305208,-0.484271935,1/2/11
1479,9.124427083,69.61684375,-0.491782593,1/3/11
1480,10.33377083,70.02628125,-0.48850597,1/4/11
1481,12.563375,70.55792708,-0.484312035,1/5/11
1482,15.82370833,70.37596875,-0.485739799,1/6/11
1483,11.68292708,69.66920833,-0.491361235,1/7/11
1484,8.748604167,69.56411458,-0.492207572,1/8/11
1485,9.623875,69.42091667,-0.493365181,1/9/11
1486,8.7745,69.35880208,-0.493868905,1/10/11
1487,12.68341667,67.61225,-0.508438637,1/11/11
1488,13.95472917,66.27044792,-0.520190954,1/12/11
1489,17.20273958,64.71566667,-0.534461885,1/13/11
1490,18.96917708,62.76227083,-0.553466105,1/14/11
1491,21.9568125,55.72069792,-0.633882299,1/15/11
1492,19.0203125,52.93354167,-0.672069525,1/16/11
1493,20.68323958,53.02702083,-0.670719061,1/17/11
1494,20.20907292,52.89628125,-0.672609238,1/18/11
1495,15.65129167,52.43720833,-0.679326236,1/19/11
1496,15.61246875,49.21810417,-0.730205541,1/20/11
1497,17.35988542,41.61919792,-0.884041522,1/21/11
1498,15.31288542,41.75839583,-0.88068287,1/22/11
1499,16.33533333,40.69330208,-0.907008476,1/23/11
1500,16.07069792,37.81985417,-0.985977172,1/24/11
1501,16.03319792,38.3386875,-0.970780477,1/25/11
1502,16.560875,37.9054375,-0.983439761,1/26/11
1503,18.40111458,33.83832292,-1.119286902,1/27/11
1504,16.51120833,33.26357292,-1.141360786,1/28/11
1505,12.65953125,33.61471875,-1.127778677,1/29/11
1506,9.85884375,37.19707292,-1.004818206,1/30/11
1507,10.07333333,68.63815625,-0.499784398,1/31/11
1508,9.413135417,68.31929167,-0.502444462,2/1/11
1509,10.53044792,62.74263542,-0.553663567,2/2/11
1510,9.741729167,49.52367708,-0.725071445,2/3/11
1511,8.29684375,45.55483333,-0.797513791,2/4/11
1512,11.07954167,43.30419792,-0.844934979,2/5/11
1513,14.96234375,40.91247917,-0.901471248,2/6/11
1514,17.07209375,37.49297917,-0.995782627,2/7/11
1515,12.60189583,35.91235417,-1.045898333,2/8/11
1516,12.89311458,32.69723958,-1.163924598,2/9/11
1517,14.12852083,26.25425,-1.494789113,2/10/11
1518,15.84677083,23.770625,-1.674099257,2/11/11
1519,19.04675,22.01713542,-1.826922654,2/12/11
1520,15.92471875,21.80497917,-1.847200417,2/13/11
1521,10.96576042,22.60201042,-1.773126939,2/14/11
1522,11.63857292,24.0501875,-1.65193303,2/15/11
1523,11.87271875,45.21897917,-0.804269926,2/16/11
1524,8.5089375,67.94875,-0.505569203,2/17/11
1525,8.799697917,66.5728125,-0.517498407,2/18/11
1526,9.362604167,69.669375,-0.491359895,2/19/11
1527,6.64896875,70.19172917,-0.487193534,2/20/11
1528,7.3815625,69.44090625,-0.493203279,2/21/11
1529,7.833583333,67.76964583,-0.507092681,2/22/11
1530,7.799041667,64.70153125,-0.534594999,2/23/11
1531,8.813885417,61.09730208,-0.57069277,2/24/11
1532,8.687885417,57.4124375,-0.612633393,2/25/11
1533,7.891083333,66.380625,-0.519206791,2/26/11
1534,5.263958333,67.94307292,-0.505617361,2/27/11
1535,9.2076875,64.61758333,-0.535386822,2/28/11
1536,9.288479167,57.1249375,-0.616149567,3/1/11
1537,10.12026042,53.85938542,-0.658915161,3/2/11
1538,12.6196875,52.72679167,-0.675074579,3/3/11
1539,11.85870833,51.78010417,-0.689162694,3/4/11
1540,19.08110417,45.72041667,-0.794221947,3/5/11
1541,14.25886458,39.18645833,-0.946874526,3/6/11
1542,11.0624375,58.06207292,-0.604825366,3/7/11
1543,10.84827083,67.36890625,-0.510532816,3/8/11
1544,17.530125,63.27665306,-0.548339964,3/9/11
1545,17.78058333,54.89096939,-0.644816975,3/10/11
1546,14.62384375,49.75386458,-0.721248485,3/11/11
1547,12.07852083,44.90677083,-0.810647422,3/12/11
1548,11.78588542,40.60342708,-0.909297549,3/13/11
1549,13.57873958,37.30630208,-1.001465004,3/14/11
1550,15.37309375,34.51116667,-1.094443882,3/15/11
1551,14.3015,32.07405208,-1.189740162,3/16/11
1552,13.36286458,30.67517708,-1.251786372,3/17/11
1553,12.28875,29.33645833,-1.317112074,3/18/11
1554,10.99060417,27.86627083,-1.396617873,3/19/11
1555,10.34551042,27.81470833,-1.399569749,3/20/11
1556,8.413,66.5990625,-0.517265885,3/21/11
1557,9.08878125,69.07773958,-0.496160326,3/22/11
1558,8.4511875,67.71266667,-0.50757916,3/23/11
1559,8.026083333,69.54777083,-0.492339436,3/24/11
1560,10.29464583,69.63554167,-0.49163206,3/25/11
1561,9.267520833,69.81961458,-0.490154731,3/26/11
1562,10.74879167,69.72973958,-0.490875006,3/27/11
1563,10.70876042,69.84329167,-0.489965309,3/28/11
1564,12.20442708,68.89827083,-0.49763395,3/29/11
1565,16.18497917,66.09192708,-0.521793056,3/30/11
1566,22.37526042,60.04040625,-0.582159192,3/31/11
1567,22.44321875,55.0128125,-0.643189138,4/1/11
1568,15.60986458,49.37108333,-0.727626755,4/2/11
1569,13.32244792,44.75901042,-0.813698932,4/3/11
1570,14.39328125,38.36407292,-0.970048217,4/4/11
1571,15.38123958,32.72713542,-1.162712593,4/5/11
1572,13.22930208,30.20196875,-1.274169776,4/6/11
1573,12.62086458,29.88498958,-1.289587885,4/7/11
1574,8.01171875,32.559,-1.169559936,4/8/11
1575,6.586197917,45.71095833,-0.794409294,4/9/11
1576,10.26535417,48.3536875,-0.745105459,4/10/11
1577,12.48523958,37.80753125,-0.986343539,4/11/11
1578,13.02959375,30.94892708,-1.239171759,4/12/11
1579,12.55960417,27.54317708,-1.415309721,4/13/11
1580,12.60920833,25.43388542,-1.549876163,4/14/11
1581,18.78069792,22.65440625,-1.768452619,4/15/11
1582,21.31609375,21.250125,-1.902284158,4/16/11
1583,19.07240625,20.47805208,-1.98425935,4/17/11
1584,13.57097917,21.26702083,-1.900561381,4/18/11
1585,14.06153125,24.07164583,-1.650254379,4/19/11
1586,14.20598958,23.90389583,-1.663463151,4/20/11
1587,13.46530208,24.07380208,-1.650085876,4/21/11
1588,13.2276875,24.490875,-1.618089668,4/22/11
1589,13.61989583,23.46214583,-1.699214778,4/23/11
1590,12.48438542,23.52958333,-1.69366401,4/24/11
1591,13.48071875,26.10565625,-1.504492501,4/25/11
1592,14.65501042,23.68538542,-1.680969249,4/26/11
1593,16.62030208,22.08288542,-1.820722902,4/27/11
1594,18.73253125,20.70135417,-1.959877411,4/28/11
1595,15.02496875,19.87407292,-2.0531489,4/29/11
1596,15.40321875,18.62435417,-2.210929507,4/30/11
1597,19.44496875,16.34140625,-2.56635979,5/1/11
1598,20.7076875,15.25815625,-2.775077668,5/2/11
1599,22.99728125,14.1241875,-3.030463992,5/3/11
1600,22.72846875,13.06672917,-3.311595124,5/4/11
1601,19.85439583,12.85613542,-3.373506793,5/5/11
1602,15.79520833,13.4503125,-3.2041481,5/6/11
1603,14.36961458,13.51432292,-3.18685274,5/7/11
1604,13.22875,15.35275,-2.755594097,5/8/11
1605,11.862,17.29673958,-2.40540521,5/9/11
1606,12.61357292,16.16776042,-2.597805564,5/10/11
1607,13.28517708,13.73318646,-3.12901891,5/11/11
1608,14.97097917,12.84458021,-3.376966757,5/12/11
1609,16.18344792,12.40424063,-3.513965399,5/13/11
1610,13.93976042,14.41380833,-2.961145325,5/14/11
1611,11.86318718,29.32465625,-1.317716392,5/15/11
1612,10.54705871,53.06921875,-0.670111108,5/16/11
1613,11.78623958,41.91930208,-0.876830159,5/17/11
1614,12.128875,52.30482292,-0.681286698,5/18/11
1615,12.24979167,61.70884375,-0.564249837,5/19/11
1616,14.04953125,53.5429375,-0.663356498,5/20/11
1617,14.75382292,43.5935625,-0.838544272,5/21/11
1618,14.03747917,35.77336458,-1.050532106,5/22/11
1619,13.94758333,32.57371875,-1.168957491,5/23/11
1620,13.1919375,28.92472917,-1.338506502,5/24/11
1621,15.18498958,24.09861458,-1.648149193,5/25/11
1622,15.29416667,20.99912604,-1.928226724,5/26/11
1623,15.73541667,19.26172188,-2.127722891,5/27/11
1624,15.6880625,17.68666875,-2.345044026,5/28/11
1625,12.883,19.4970875,-2.098466228,5/29/11
1626,14.42835417,21.12222083,-1.915421548,5/30/11
1627,15.945125,16.63964271,-2.513988764,5/31/11
1628,14.12042708,15.98943021,-2.630860877,6/1/11
1629,13.78844792,15.22620625,-2.781716978,6/2/11
1630,15.65301042,14.049575,-3.048817688,6/3/11
1631,14.61836458,13.36418646,-3.227698858,6/4/11
1632,14.24133333,12.84699063,-3.376244459,6/5/11
1633,14.84175,22.74749792,-1.760204577,6/6/11
1634,15.29942708,24.52348958,-1.615636673,6/7/11
1635,15.0995,17.67358125,-2.347023777,6/8/11
1636,15.19991667,16.06182708,-2.617346676,6/9/11
1637,14.849,16.19931771,-2.592037166,6/10/11
1638,15.16461458,18.34497917,-2.249354234,6/11/11
1639,15.21665625,17.4021875,-2.38879624,6/12/11
1640,15.3701875,15.84718229,-2.657799084,6/13/11
1641,17.55060417,13.45166563,-3.203780668,6/14/11
1642,17.57588542,12.45727396,-3.496916409,6/15/11
1643,16.0864375,12.39342917,-3.517460193,6/16/11
1644,15.96213542,12.73275208,-3.410798677,6/17/11
1645,16.975625,12.53265,-3.472950312,6/18/11
1646,15.18460417,12.04510833,-3.633651555,6/19/11
1647,16.90571875,12.94888333,-3.345974649,6/20/11
1648,18.29163542,11.33705313,-3.893474023,6/21/11
1649,18.62672917,10.86959792,-4.084925331,6/22/11
1650,18.17032292,10.71367083,-4.152769515,6/23/11
1651,17.8721875,10.56207083,-4.220788031,6/24/11
1652,17.4840625,10.34507917,-4.321862399,6/25/11
1653,17.14592708,10.15937604,-4.412036209,6/26/11
1654,19.88509375,9.813545833,-4.589716914,6/27/11
1655,18.17823958,9.782570833,-4.60628778,6/28/11
1656,18.18576042,9.88423125,-4.552317933,6/29/11
1657,18.49059375,9.634175,-4.687258697,6/30/11
1658,21.66436866,9.131429167,-4.982568848,7/1/11
1659,22.72776042,8.776745833,-5.212754524,7/2/11
1660,21.18040625,8.716045833,-5.254159501,7/3/11
1661,22.801,8.98354375,-5.076181305,7/4/11
1662,23.6885625,8.749357292,-5.231360821,7/5/11
1663,24.29059375,8.899157292,-5.131091533,7/6/11
1664,24.47163542,8.411915625,-5.471259247,7/7/11
1665,22.90976042,8.391629167,-5.486340087,7/8/11
1666,20.36036458,8.700652083,-5.264758247,7/9/11
1667,19.5755625,8.792465625,-5.202131361,7/10/11
1668,18.84258333,8.821346875,-5.18271948,7/11/11
1669,18.79728125,8.879861458,-5.143804239,7/12/11
1670,18.1274375,9.036386458,-5.042355033,7/13/11
1671,17.243875,9.700879167,-4.650534176,7/14/11
1672,18.56308333,10.45060833,-4.272146106,7/15/11
1673,18.29816667,9.312107292,-4.8725107,7/16/11
1674,18.39873958,8.945442708,-5.100836378,7/17/11
1675,20.61884375,8.634583333,-5.310706609,7/18/11
1676,22.24634375,8.368059375,-5.503960015,7/19/11
1677,20.17544792,8.262477083,-5.584210529,7/20/11
1678,19.22202083,8.442285417,-5.448827431,7/21/11
1679,19.14915625,8.517080208,-5.394311831,7/22/11
1680,19.15177083,8.485382292,-5.417289906,7/23/11
1681,19.31903125,8.430276042,-5.457677157,7/24/11
1682,22.26598958,8.2752625,-5.574376019,7/25/11
1683,22.18821875,7.702642708,-6.049203153,7/26/11
1684,18.92314583,8.315134375,-5.543914434,7/27/11
1685,18.97139583,8.538867708,-5.37862373,7/28/11
1686,19.81088542,8.657097917,-5.294964257,7/29/11
1687,19.66038542,8.673445833,-5.283588474,7/30/11
1688,19.97808333,10.32410521,-4.331873123,7/31/11
1689,22.7629375,11.14106458,-3.971650828,8/1/11
1690,25.69838542,8.217015625,-5.619444678,8/2/11
1691,23.92911458,7.3063625,-6.424629726,8/3/11
1692,21.31830208,7.636161458,-6.109277773,8/4/11
1693,18.43534375,7.852485417,-5.91778729,8/5/11
1694,19.17009375,8.154682292,-5.668438731,8/6/11
1695,18.41227083,8.258658333,-5.587154222,8/7/11
1696,18.16428125,8.478855208,-5.422044268,8/8/11
1697,18.3774375,8.524138542,-5.389220077,8/9/11
1698,18.07072917,8.554263542,-5.367589505,8/10/11
1699,18.08388542,8.663502083,-5.290502412,8/11/11
1700,18.71719792,8.7108625,-5.257723801,8/12/11
1701,19.16817708,8.872704167,-5.148534733,8/13/11
1702,20.29420833,8.682771875,-5.27711943,8/14/11
1703,20.19604167,8.592422917,-5.340422951,8/15/11
1704,19.89529167,8.58915625,-5.342738459,8/16/11
1705,19.88148958,8.410184375,-5.472543211,8/17/11
1706,21.0654375,8.267007292,-5.580722181,8/18/11
1707,18.99104167,8.525702083,-5.388093387,8/19/11
1708,18.773875,8.60071875,-5.334551081,8/20/11
1709,17.60826042,8.580077083,-5.349183946,8/21/11
1710,19.1928125,8.639226042,-5.30745321,8/22/11
1711,23.19653125,8.1759125,-5.651662001,8/23/11
1712,22.97303125,8.033328125,-5.76615897,8/24/11
1713,24.25961458,8.01199375,-5.783665967,8/25/11
1714,25.8845,7.651755208,-6.095086471,8/26/11
1715,27.20088542,7.443746875,-6.289629575,8/27/11
1716,25.40707292,7.57586875,-6.164736309,8/28/11
1717,23.906625,7.691384375,-6.059298403,8/29/11
1718,19.7155625,8.096407292,-5.714973391,8/30/11
1719,19.25282292,8.313314583,-5.545297922,8/31/11
1720,18.1955625,8.373997917,-5.499510573,9/1/11
1721,18.4020625,8.385896875,-5.490615589,9/2/11
1722,19.03222917,8.346305208,-5.520317159,9/3/11
1723,19.7683125,8.309657292,-5.548080322,9/4/11
1724,21.56957292,9.157059375,-4.966673534,9/5/11
1725,28.245,8.58615,-5.344871043,9/6/11
1726,29.48534375,7.709366667,-6.043188885,9/7/11
1727,28.63413542,7.204564583,-6.528218267,9/8/11
1728,20.930875,7.53315,-6.204605126,9/9/11
1729,16.69357292,9.368495833,-4.839091557,9/10/11
1730,18.08051042,11.25513333,-3.925796236,9/11/11
1731,18.04354167,9.243709375,-4.91363312,9/12/11
1732,19.98296875,8.911538542,-5.122965396,9/13/11
1733,18.84102083,9.181109375,-4.951844575,9/14/11
1734,18.35260417,9.335076042,-4.858845931,9/15/11
1735,17.05388542,9.778745833,-4.608341854,9/16/11
1736,16.59625,10.58875521,-4.208664368,9/17/11
1737,17.44561458,10.25465313,-4.365335003,9/18/11
1738,19.10660417,9.555389583,-4.731341703,9/19/11
1739,17.55567708,9.56965,-4.723304962,9/20/11
1740,18.00876042,9.630571875,-4.689257925,9/21/11
1741,17.67958333,9.699089583,-4.651512391,9/22/11
1742,18.8746875,9.813267708,-4.589865206,9/23/11
1743,17.52566667,9.9676125,-4.508930925,9/24/11
1744,16.81322917,10.41250729,-4.289971683,9/25/11
1745,16.79,10.60105104,-4.20309991,9/26/11
1746,19.36422917,10.27985,-4.353139274,9/27/11
1747,17.91569792,10.04360833,-4.470057943,9/28/11
1748,18.03828125,10.14373542,-4.419792372,9/29/11
1749,18.49536458,9.867525,-4.561105317,9/30/11
1750,21.71314583,9.594580208,-4.709316444,10/1/11
1751,23.54121875,8.787489583,-5.205489684,10/2/11
1752,20.25810417,8.849384375,-5.164004371,10/3/11
1753,14.76917708,10.94185521,-4.054187126,10/4/11
1754,13.68634375,29.05761458,-1.331530551,10/5/11
1755,13.07382292,69.63523958,-0.491634492,10/6/11
1756,13.63055208,68.32172917,-0.502424027,10/7/11
1757,16.51525,63.44096875,-0.546721194,10/8/11
1758,20.06117708,55.01354167,-0.643179419,10/9/11
1759,19.02747917,45.60860417,-0.796442007,10/10/11
1760,19.50598958,40.05195833,-0.923584014,10/11/11
1761,27.77304167,35.05651042,-1.075056253,10/12/11
1762,30.6724375,29.12360417,-1.328091668,10/13/11
1763,24.11671875,26.39286458,-1.485842735,10/14/11
1764,17.28535417,26.64660417,-1.469723899,10/15/11
1765,16.33034375,27.0704375,-1.443520233,10/16/11
1766,19.80811458,26.93663542,-1.451697309,10/17/11
1767,16.75895833,26.44685417,-1.482385319,10/18/11
1768,15.54357292,26.98707292,-1.448604722,10/19/11
1769,14.6809375,26.99925,-1.447859934,10/20/11
1770,15.74436458,26.30189583,-1.491702604,10/21/11
1771,19.03621875,25.83427083,-1.522522822,10/22/11
1772,20.30598958,24.99745833,-1.580761013,10/23/11
1773,14.97155208,24.85190625,-1.591319641,10/24/11
1774,14.23173958,26.03280208,-1.509293298,10/25/11
1775,15.19127083,28.51508333,-1.360449399,10/26/11
1776,16.43934375,26.77444792,-1.4617264,10/27/11
1777,17.6443125,24.1070625,-1.647490783,10/28/11
1778,18.50957292,22.63461458,-1.770215546,10/29/11
1779,20.24051042,21.7704375,-1.85054193,10/30/11
1780,20.21560417,20.98017708,-1.930212208,10/31/11
1781,15.12838542,20.83823958,-1.945207422,11/1/11
1782,19.26320833,19.75219792,-2.067597032,11/2/11
1783,18.43264583,17.09484167,-2.437818084,11/3/11
1784,12.46460417,31.71257917,-1.205212161,11/4/11
1785,9.290072917,64.94671875,-0.53229485,11/5/11
1786,9.147083333,65.69454167,-0.525392781,11/6/11
1787,10.28155208,68.91935417,-0.497460408,11/7/11
1788,11.87153125,68.55635417,-0.500464291,11/8/11
1789,15.69853125,67.00171875,-0.513723595,11/9/11
1790,18.96708333,62.80204167,-0.553066558,11/10/11
1791,17.7365625,58.20889583,-0.603086514,11/11/11
1792,13.59754167,57.5099375,-0.611449491,11/12/11
1793,14.59377083,65.52863542,-0.526909474,11/13/11
1794,13.74592708,65.60910417,-0.526172814,11/14/11
1795,13.69016667,64.61183333,-0.535441139,11/15/11
1796,12.47923958,63.01382292,-0.550948043,11/16/11
1797,15.81257292,61.11439583,-0.570510803,11/17/11
1798,10.60483333,58.79369792,-0.596252761,11/18/11
1799,11.65492708,57.69389583,-0.609227419,11/19/11
1800,10.34760417,56.64097917,-0.622154764,11/20/11
1801,10.00734375,69.17765278,-0.495343481,11/21/11
1802,11.13190625,68.70109375,-0.499262476,11/22/11
1803,12.64646875,68.30854167,-0.502534605,11/23/11
1804,11.83244792,67.68514583,-0.507814442,11/24/11
1805,10.92446875,67.00060417,-0.513733337,11/25/11
1806,16.98958333,65.99902083,-0.522630496,11/26/11
1807,23.6,62.54121875,-0.555696755,11/27/11
1808,21.634625,57.22947917,-0.614866631,11/28/11
1809,18.759875,53.67797917,-0.661454338,11/29/11
1810,17.00969792,51.32917708,-0.696068827,11/30/11
1811,11.92963542,49.0098125,-0.733744438,12/1/11
1812,13.15970833,46.23696875,-0.784114752,12/2/11
1813,10.5231875,44.63470833,-0.816282732,12/3/11
1814,11.08254167,42.5336875,-0.862406116,12/4/11
1815,9.850479167,40.62701042,-0.908695845,12/5/11
1816,11.91814583,37.58547917,-0.992989336,12/6/11
1817,12.444625,35.507375,-1.0595082,12/7/11
1818,11.60592708,34.25380208,-1.103823091,12/8/11
1819,12.68482292,33.92189583,-1.116143813,12/9/11
1820,15.67677083,32.48695833,-1.172517059,12/10/11
1821,9.491416667,31.84633333,-1.199443323,12/11/11
1822,9.020614583,38.64472917,-0.962021068,12/12/11
1823,9.20034375,65.80447727,-0.524392272,12/13/11
1824,10.071625,66.05309091,-0.522142812,12/14/11
1825,10.82317708,51.09261458,-0.699744064,12/15/10
1826,11.27633333,59.2778125,-0.590704686,12/16/10
1827,9.696135417,65.89679167,-0.52355489,12/17/10
1828,12.62658333,69.7083125,-0.49104702,12/18/10
1829,12.44277083,70.76352083,-0.482708265,12/19/10
1830,12.272,70.93780208,-0.481356542,12/20/10
1831,10.80175,70.91869792,-0.481504367,12/21/10
1832,12.08052083,70.90282143,-0.481627281,12/22/10
1833,10.41860417,70.91040476,-0.481568564,12/23/10
1834,12.39826042,70.9179881,-0.481509861,12/24/10
1835,10.83905208,70.92557143,-0.481451171,12/25/10
1836,10.4173125,70.68268333,-0.483337661,12/26/10
1837,10.04410417,70.74476667,-0.482854147,12/27/10
1838,12.91078125,70.57978889,-0.484141023,12/28/10
1839,10.77119792,70.41481111,-0.485434353,12/29/10
1840,7.12040625,70.24983333,-0.486734184,12/30/10
1841,5.662729167,70.36344792,-0.485838336,12/31/10
1842,7.2355625,70.41664583,-0.485419935,1/1/11
1843,7.798333333,70.56305208,-0.484271935,1/2/11
1844,9.124427083,69.61684375,-0.491782593,1/3/11
1845,10.33377083,70.02628125,-0.48850597,1/4/11
1846,12.563375,70.55792708,-0.484312035,1/5/11
1847,15.82370833,70.37596875,-0.485739799,1/6/11
1848,11.68292708,69.66920833,-0.491361235,1/7/11
1849,8.748604167,69.56411458,-0.492207572,1/8/11
1850,9.623875,69.42091667,-0.493365181,1/9/11
1851,8.7745,69.35880208,-0.493868905,1/10/11
1852,12.68341667,67.61225,-0.508438637,1/11/11
1853,13.95472917,66.27044792,-0.520190954,1/12/11
1854,17.20273958,64.71566667,-0.534461885,1/13/11
1855,18.96917708,62.76227083,-0.553466105,1/14/11
1856,21.9568125,55.72069792,-0.633882299,1/15/11
1857,19.0203125,52.93354167,-0.672069525,1/16/11
1858,20.68323958,53.02702083,-0.670719061,1/17/11
1859,20.20907292,52.89628125,-0.672609238,1/18/11
1860,15.65129167,52.43720833,-0.679326236,1/19/11
1861,15.61246875,49.21810417,-0.730205541,1/20/11
1862,17.35988542,41.61919792,-0.884041522,1/21/11
1863,15.31288542,41.75839583,-0.88068287,1/22/11
1864,16.33533333,40.69330208,-0.907008476,1/23/11
1865,16.07069792,37.81985417,-0.985977172,1/24/11
1866,16.03319792,38.3386875,-0.970780477,1/25/11
1867,16.560875,37.9054375,-0.983439761,1/26/11
1868,18.40111458,33.83832292,-1.119286902,1/27/11
1869,16.51120833,33.26357292,-1.141360786,1/28/11
1870,12.65953125,33.61471875,-1.127778677,1/29/11
1871,9.85884375,37.19707292,-1.004818206,1/30/11
1872,10.07333333,68.63815625,-0.499784398,1/31/11
1873,9.413135417,68.31929167,-0.502444462,2/1/11
1874,10.53044792,62.74263542,-0.553663567,2/2/11
1875,9.741729167,49.52367708,-0.725071445,2/3/11
1876,8.29684375,45.55483333,-0.797513791,2/4/11
1877,11.07954167,43.30419792,-0.844934979,2/5/11
1878,14.96234375,40.91247917,-0.901471248,2/6/11
1879,17.07209375,37.49297917,-0.995782627,2/7/11
1880,12.60189583,35.91235417,-1.045898333,2/8/11
1881,12.89311458,32.69723958,-1.163924598,2/9/11
1882,14.12852083,26.25425,-1.494789113,2/10/11
1883,15.84677083,23.770625,-1.674099257,2/11/11
1884,19.04675,22.01713542,-1.826922654,2/12/11
1885,15.92471875,21.80497917,-1.847200417,2/13/11
1886,10.96576042,22.60201042,-1.773126939,2/14/11
1887,11.63857292,24.0501875,-1.65193303,2/15/11
1888,11.87271875,45.21897917,-0.804269926,2/16/11
1889,8.5089375,67.94875,-0.505569203,2/17/11
1890,8.799697917,66.5728125,-0.517498407,2/18/11
1891,9.362604167,69.669375,-0.491359895,2/19/11
1892,6.64896875,70.19172917,-0.487193534,2/20/11
1893,7.3815625,69.44090625,-0.493203279,2/21/11
1894,7.833583333,67.76964583,-0.507092681,2/22/11
1895,7.799041667,64.70153125,-0.534594999,2/23/11
1896,8.813885417,61.09730208,-0.57069277,2/24/11
1897,8.687885417,57.4124375,-0.612633393,2/25/11
1898,7.891083333,66.380625,-0.519206791,2/26/11
1899,5.263958333,67.94307292,-0.505617361,2/27/11
1900,9.2076875,64.61758333,-0.535386822,2/28/11
1901,9.288479167,57.1249375,-0.616149567,3/1/11
1902,10.12026042,53.85938542,-0.658915161,3/2/11
1903,12.6196875,52.72679167,-0.675074579,3/3/11
1904,11.85870833,51.78010417,-0.689162694,3/4/11
1905,19.08110417,45.72041667,-0.794221947,3/5/11
1906,14.25886458,39.18645833,-0.946874526,3/6/11
1907,11.0624375,58.06207292,-0.604825366,3/7/11
1908,10.84827083,67.36890625,-0.510532816,3/8/11
1909,17.530125,63.27665306,-0.548339964,3/9/11
1910,17.78058333,54.89096939,-0.644816975,3/10/11
